,game_global_ranking,game_title,console,year_of_release,genre,publisher,northamerican_sales,europe_sales,japan_sales,othercontry_sales,world_sales,game_title_normalized
8104,8106,guitar hero live,wiiu,2015,misc,activision,0.12,0.04,0.0,0.02,0.18 ,guitarherolive
8105,8107,shadow the hedgehog,xb,2005,platform,sega,0.13,0.04,0.0,0.01,0.18 ,shadowthehedgehog
8106,8108,ridge racer unbounded,ps3,2012,racing,namco bandai games,0.05,0.1,0.0,0.03,0.18 ,ridgeracerunbounded
8107,8109,burnout legends,ds,2005,racing,electronic arts,0.15,0.02,0.0,0.01,0.18 ,burnoutlegends
8108,8110,horrid henry: missions of mischief,ds,2010,adventure,southpeak games,0.01,0.15,0.0,0.02,0.18 ,horridhenry missionsofmischief
8109,8111,batman: vengeance,gba,2001,adventure,ubisoft,0.13,0.05,0.0,0.0,0.18 ,batman vengeance
8110,8112,full auto 2: battlelines,ps3,2006,racing,sega,0.14,0.02,0.0,0.02,0.18 ,fullauto2 battlelines
8111,8113,soccer tsuku tokudai gou: j-league pro soccer club o tsukurou,dc,2000,sports,sega,0.0,0.0,0.18,0.0,0.18 ,soccertsukutokudaigou j leagueprosoccerclubotsukurou
8112,8114,the adventures of cookie & cream,ps2,2000,puzzle,empire interactive,0.09,0.07,0.0,0.02,0.18 ,theadventuresofcookie cream
8113,8115,van helsing,xb,2007,action,activision,0.13,0.04,0.0,0.01,0.18 ,vanhelsing
8114,8116,aliens: colonial marines,pc,2013,shooter,sega,0.1,0.06,0.0,0.02,0.18 ,aliens colonialmarines
8115,8117,splatterhouse,x360,2010,action,namco bandai games,0.14,0.03,0.0,0.01,0.18 ,splatterhouse
8116,8118,mindjack,ps3,2011,shooter,square enix,0.07,0.08,0.0,0.03,0.18 ,mindjack
8117,8119,dark souls ii,pc,2014,role-playing,namco bandai games,0.08,0.08,0.0,0.02,0.18 ,darksoulsii
8118,8120,daigasso! band brothers p,3ds,2013,misc,nintendo,0.0,0.0,0.18,0.0,0.18 ,daigasso bandbrothersp
8119,8121,gun,gc,2005,shooter,activision,0.14,0.04,0.0,0.0,0.18 ,gun
8120,8122,world of outlaws: sprint cars,x360,2010,racing,thq,0.17,0.0,0.0,0.01,0.18 ,worldofoutlaws sprintcars
8121,8123,marvel super hero squad: comic combat,x360,2011,action,thq,0.13,0.04,0.0,0.01,0.18 ,marvelsuperherosquad comiccombat
8122,8124,singstar motown,ps3,2009,misc,sony computer entertainment,0.0,0.16,0.0,0.02,0.18 ,singstarmotown
8123,8125,cabela's legendary adventures,wii,2008,sports,activision,0.17,0.0,0.0,0.01,0.18 ,cabela slegendaryadventures
8124,8126,f1 challenge,sat,1994,racing,sega,0.0,0.0,0.18,0.0,0.18 ,f1challenge
8125,8127,transformers: dark of the moon,wii,2011,action,activision,0.1,0.07,0.0,0.02,0.18 ,transformers darkofthemoon
8126,8128,shadow madness,ps,1999,action,crave entertainment,0.1,0.07,0.0,0.01,0.18 ,shadowmadness
8127,8129,tom clancy's ghost recon: future soldier,pc,2012,shooter,ubisoft,0.05,0.1,0.0,0.03,0.18 ,tomclancy sghostrecon futuresoldier
8128,8130,tiger woods pga tour 2004,gba,2003,sports,electronic arts,0.13,0.05,0.0,0.0,0.18 ,tigerwoodspgatour2004
8129,8131,aliens: infestation,ds,2011,action,sega,0.1,0.06,0.0,0.02,0.18 ,aliens infestation
8130,8132,brink,pc,2011,shooter,bethesda softworks,0.06,0.09,0.0,0.03,0.18 ,brink
8131,8133,the game of life / yahtzee / payday,gba,2005,misc,zoo digital publishing,0.13,0.05,0.0,0.0,0.18 ,thegameoflife yahtzee payday
8132,8134,american chopper 2: full throttle,ps2,2005,racing,zoo digital publishing,0.09,0.07,0.0,0.02,0.18 ,americanchopper2 fullthrottle
8133,8135,dynasty warriors: gundam 3,x360,2010,action,tecmo koei,0.11,0.04,0.02,0.01,0.18 ,dynastywarriors gundam3
8134,8136,fifa 16,pc,2015,sports,electronic arts,0.04,0.13,0.0,0.01,0.18 ,fifa16
8135,8137,silent hill 4: the room,xb,2004,action,konami digital entertainment,0.14,0.04,0.0,0.01,0.18 ,silenthill4 theroom
8136,8138,heavy fire: afghanistan,ps3,2011,shooter,unknown,0.17,0.0,0.0,0.01,0.18 ,heavyfire afghanistan
8137,8139,commandos 2: men of courage,ps2,2002,strategy,eidos interactive,0.09,0.07,0.0,0.02,0.18 ,commandos2 menofcourage
8138,8140,doom (2016),pc,2016,shooter,bethesda softworks,0.06,0.1,0.0,0.01,0.18 ,doom 2016 
8139,8141,chuck e. cheese's party games,ds,2010,misc,ufo interactive,0.17,0.0,0.0,0.01,0.18 ,chucke cheese spartygames
8140,8142,pro evolution soccer 2013,3ds,2012,sports,konami digital entertainment,0.05,0.02,0.1,0.01,0.18 ,proevolutionsoccer2013
8141,8143,pirates: hunt for blackbeard's booty,wii,2008,adventure,activision,0.08,0.08,0.0,0.02,0.18 ,pirates huntforblackbeard sbooty
8142,8144,fifa soccer 2002,gc,2001,sports,electronic arts,0.14,0.04,0.0,0.0,0.18 ,fifasoccer2002
8143,8145,godzilla (2015),ps4,2014,action,namco bandai games,0.1,0.03,0.02,0.03,0.18 ,godzilla 2015 
8144,8146,race pro,x360,2009,racing,atari,0.06,0.09,0.0,0.02,0.18 ,racepro
8145,8147,atari anniversary edition redux,ps,2000,misc,infogrames,0.1,0.07,0.0,0.01,0.18 ,atarianniversaryeditionredux
8146,8148,toukiden: the age of demons,psp,2013,action,tecmo koei,0.0,0.0,0.18,0.0,0.18 ,toukiden theageofdemons
8147,8149,fireblade,ps2,2002,action,midway games,0.09,0.07,0.0,0.02,0.18 ,fireblade
8148,8150,mercury meltdown revolution,wii,2007,action,ignition entertainment,0.16,0.0,0.0,0.01,0.18 ,mercurymeltdownrevolution
8149,8151,disney's tarzan untamed,gc,2001,platform,ubisoft,0.14,0.04,0.0,0.0,0.18 ,disney starzanuntamed
8150,8152,wordjong party,wii,2008,puzzle,destineer,0.17,0.0,0.0,0.01,0.18 ,wordjongparty
8151,8153,brunswick circuit pro bowling,ps,1998,sports,thq,0.1,0.07,0.0,0.01,0.18 ,brunswickcircuitprobowling
8152,8154,cabela's dangerous hunts 2009,ps2,2008,sports,activision value,0.09,0.07,0.0,0.02,0.18 ,cabela sdangeroushunts2009
8153,8155,velvet assassin,x360,2009,shooter,dtp entertainment,0.14,0.02,0.01,0.01,0.18 ,velvetassassin
8154,8156,ball breakers,ps,2000,action,take-two interactive,0.1,0.07,0.0,0.01,0.18 ,ballbreakers
8155,8157,mobile suit gundam seed destiny: generation of c.e.,ps2,2005,action,namco bandai games,0.0,0.0,0.18,0.0,0.18 ,mobilesuitgundamseeddestiny generationofc e 
8156,8158,eyetoy: groove,ps2,2003,misc,sony computer entertainment,0.09,0.07,0.0,0.02,0.18 ,eyetoy groove
8158,8160,disgaea 4: a promise unforgotten,psv,2014,role-playing,nippon ichi software,0.04,0.04,0.08,0.02,0.18 ,disgaea4 apromiseunforgotten
8159,8161,charlie and the chocolate factory,gc,2005,adventure,global star,0.14,0.04,0.0,0.0,0.18 ,charlieandthechocolatefactory
8160,8162,armored core: last raven,ps2,2005,simulation,505 games,0.05,0.04,0.08,0.01,0.18 ,armoredcore lastraven
8161,8163,tomb raider: underworld,ps2,2009,action,eidos interactive,0.09,0.04,0.0,0.05,0.18 ,tombraider underworld
8162,8164,all grown up! express yourself,gba,2004,misc,thq,0.13,0.05,0.0,0.0,0.18 ,allgrownup expressyourself
8163,8165,college hoops 2k7,ps3,2007,sports,take-two interactive,0.16,0.0,0.0,0.01,0.18 ,collegehoops2k7
8164,8166,k-1 world grand prix,ps2,2002,sports,konami digital entertainment,0.04,0.03,0.1,0.01,0.18 ,k 1worldgrandprix
8165,8167,skate it,ds,2008,sports,electronic arts,0.14,0.02,0.0,0.01,0.18 ,skateit
8166,8168,kidou senshi gundam: senjou no kizuna portable,psp,2009,strategy,namco bandai games,0.0,0.0,0.18,0.0,0.18 ,kidousenshigundam senjounokizunaportable
8168,8170,super robot taisen a portable,psp,2008,strategy,namco bandai games,0.0,0.0,0.18,0.0,0.18 ,superrobottaisenaportable
8169,8171,juiced,xb,2005,racing,thq,0.13,0.04,0.0,0.01,0.18 ,juiced
8170,8172,looney tunes: back in action,gba,2003,platform,electronic arts,0.13,0.05,0.0,0.0,0.18 ,looneytunes backinaction
8171,8173,virtua tennis,gba,2002,sports,atari,0.13,0.05,0.0,0.0,0.18 ,virtuatennis
8172,8174,tales of the tempest,ds,2006,role-playing,namco bandai games,0.0,0.0,0.18,0.0,0.18 ,talesofthetempest
8173,8175,simcity creator (jp sales),ds,2008,simulation,electronic arts,0.0,0.0,0.18,0.0,0.18 ,simcitycreator jpsales 
8174,8176,biohazard: revival selection,ps3,2011,action,capcom,0.0,0.0,0.18,0.0,0.18 ,biohazard revivalselection
8175,8177,sonic riders: zero gravity,ps2,2008,racing,sega,0.09,0.07,0.0,0.02,0.18 ,sonicriders zerogravity
8176,8178,driver: san francisco,wii,2011,racing,ubisoft,0.06,0.09,0.0,0.02,0.18 ,driver sanfrancisco
8177,8179,ufc: sudden impact,ps2,2004,fighting,global star,0.09,0.07,0.0,0.02,0.18 ,ufc suddenimpact
8178,8180,shawn johnson gymnastics,wii,2010,sports,zoo games,0.17,0.0,0.0,0.01,0.18 ,shawnjohnsongymnastics
8179,8181,nba hoopz,ps2,2001,sports,midway games,0.09,0.07,0.0,0.02,0.18 ,nbahoopz
8180,8182,captain america: super soldier,x360,2011,action,sega,0.11,0.05,0.0,0.01,0.18 ,captainamerica supersoldier
8181,8183,tron: evolution,ds,2010,action,disney interactive studios,0.12,0.04,0.0,0.01,0.18 ,tron evolution
8182,8184,pac-man world 3,ds,2005,platform,namco bandai games,0.16,0.0,0.0,0.01,0.18 ,pac manworld3
8183,8185,espn x games skateboarding,gba,2001,sports,konami digital entertainment,0.13,0.05,0.0,0.0,0.18 ,espnxgamesskateboarding
8184,8186,nancy drew: the hidden staircase,ds,2008,adventure,thq,0.16,0.0,0.0,0.01,0.18 ,nancydrew thehiddenstaircase
8185,8187,brunswick cosmic bowling,wii,2010,sports,gamemill entertainment,0.17,0.0,0.0,0.01,0.18 ,brunswickcosmicbowling
8186,8188,star wars: battlefront ii,pc,2005,shooter,lucasarts,0.02,0.13,0.0,0.03,0.18 ,starwars battlefrontii
8187,8189,speedball 2100,ps,2000,sports,empire interactive,0.1,0.07,0.0,0.01,0.18 ,speedball2100
8188,8190,lego island 2: the brickster's revenge,ps,2001,adventure,lego media,0.1,0.07,0.0,0.01,0.18 ,legoisland2 thebrickster srevenge
8189,8191,college hoops 2k8,x360,2007,sports,take-two interactive,0.16,0.0,0.0,0.01,0.18 ,collegehoops2k8
8190,8192,fifa 17,x360,2016,sports,electronic arts,0.03,0.13,0.0,0.01,0.18 ,fifa17
8191,8193,fancy nancy: tea party time!,ds,2010,adventure,thq,0.17,0.0,0.0,0.01,0.18 ,fancynancy teapartytime 
8192,8194,backyard basketball,gba,2004,sports,atari,0.13,0.05,0.0,0.0,0.18 ,backyardbasketball
8193,8195,madden nfl 09,xb,2008,sports,electronic arts,0.13,0.04,0.0,0.01,0.18 ,maddennfl09
8194,8196,scooby-doo! unmasked,gba,2005,platform,thq,0.13,0.05,0.0,0.0,0.18 ,scooby doo unmasked
8195,8197,summon night 4,ps2,2006,role-playing,banpresto,0.0,0.0,0.18,0.0,0.18 ,summonnight4
8196,8198,pro yaky? spirits 5,ps2,2008,sports,konami digital entertainment,0.0,0.0,0.18,0.0,0.18 ,proyaky spirits5
8197,8199,nhl 2004,xb,2003,sports,electronic arts,0.13,0.04,0.0,0.01,0.18 ,nhl2004
8198,8200,namco museum: 50th anniversary,xb,2005,misc,namco bandai games,0.13,0.04,0.0,0.01,0.18 ,namcomuseum 50thanniversary
8199,8201,you don't know jack,ps3,2011,misc,thq,0.16,0.0,0.0,0.01,0.18 ,youdon tknowjack
8200,8202,marvel super hero squad: the infinity gauntlet,ps3,2010,action,thq,0.12,0.03,0.0,0.02,0.18 ,marvelsuperherosquad theinfinitygauntlet
8201,8203,nfl 2k2,xb,2002,sports,sega,0.13,0.04,0.0,0.01,0.18 ,nfl2k2
8202,8204,my french coach,ds,2007,misc,ubisoft,0.15,0.02,0.0,0.01,0.18 ,myfrenchcoach
8203,8205,camp rock: the final jam,ds,2010,misc,disney interactive studios,0.14,0.02,0.0,0.01,0.18 ,camprock thefinaljam
8205,8207,castlevania judgment,wii,2008,fighting,konami digital entertainment,0.13,0.02,0.01,0.01,0.18 ,castlevaniajudgment
8206,8208,dead or alive paradise,psp,2010,misc,ubisoft annecy,0.07,0.02,0.07,0.02,0.17 ,deadoraliveparadise
8207,8209,the suffering: ties that bind,ps2,2005,action,midway games,0.09,0.07,0.0,0.02,0.17 ,thesuffering tiesthatbind
8208,8210,disney sing it: family hits,ps3,2010,misc,disney interactive studios,0.11,0.04,0.0,0.02,0.17 ,disneysingit familyhits
8209,8211,ashes cricket 2009,ps3,2009,sports,codemasters,0.0,0.16,0.0,0.02,0.17 ,ashescricket2009
8210,8212,eyetoy: kinetic,ps2,2005,sports,sony computer entertainment,0.09,0.07,0.0,0.02,0.17 ,eyetoy kinetic
8211,8213,petz: horseshoe ranch,ds,2009,adventure,ubisoft,0.16,0.0,0.0,0.01,0.17 ,petz horseshoeranch
8212,8214,army men: sarge's heroes 2,ps2,2001,shooter,midas interactive entertainment,0.09,0.07,0.0,0.02,0.17 ,armymen sarge sheroes2
8213,8215,stormrise,ps3,2009,strategy,sega,0.13,0.02,0.0,0.02,0.17 ,stormrise
8214,8216,yu-gi-oh! zexal world duel carnival,3ds,2013,misc,konami digital entertainment,0.0,0.08,0.08,0.01,0.17 ,yu gi oh zexalworldduelcarnival
8215,8217,winning eleven: pro evolution soccer 2007,ds,2006,sports,konami digital entertainment,0.0,0.0,0.17,0.0,0.17 ,winningeleven proevolutionsoccer2007
8216,8218,green lantern: rise of the manhunters,ps3,2011,action,warner bros. interactive entertainment,0.09,0.05,0.0,0.03,0.17 ,greenlantern riseofthemanhunters
8217,8219,monkey island: special edition collection,pc,2011,adventure,lucasarts,0.0,0.14,0.0,0.04,0.17 ,monkeyisland specialeditioncollection
8218,8220,broken sword: shadows of the templars - the director's cut,ds,2009,adventure,ubisoft,0.07,0.09,0.0,0.02,0.17 ,brokensword shadowsofthetemplars thedirector scut
8219,8221,the wild thornberrys: animal adventures,ps,2000,adventure,mattel interactive,0.1,0.07,0.0,0.01,0.17 ,thewildthornberrys animaladventures
8220,8222,motogp 10/11,ps3,2011,racing,capcom,0.04,0.1,0.0,0.04,0.17 ,motogp10 11
8221,8223,jikkyou powerful pro baseball 2016,psv,2016,sports,konami digital entertainment,0.0,0.0,0.17,0.0,0.17 ,jikkyoupowerfulprobaseball2016
8222,8224,sega bass fishing duel,ps2,2002,sports,sega,0.09,0.07,0.0,0.02,0.17 ,segabassfishingduel
8224,8226,hyperdimension neptunia u: action unleashed,psv,2014,action,idea factory international,0.07,0.02,0.06,0.03,0.17 ,hyperdimensionneptuniau actionunleashed
8225,8227,sports illustrated for kids: baseball,gba,2001,sports,bam! entertainment,0.12,0.05,0.0,0.0,0.17 ,sportsillustratedforkids baseball
8226,8228,fairytale fights,ps3,2009,action,playlogic game factory,0.11,0.04,0.0,0.02,0.17 ,fairytalefights
8227,8229,mark davis pro bass challenge,ps2,2002,sports,natsume,0.09,0.07,0.0,0.02,0.17 ,markdavisprobasschallenge
8228,8230,rugrats: royal ransom,gc,2002,platform,thq,0.13,0.03,0.0,0.0,0.17 ,rugrats royalransom
8229,8231,warriors of might and magic,ps2,2001,adventure,3do,0.09,0.07,0.0,0.02,0.17 ,warriorsofmightandmagic
8230,8232,open season,gc,2006,platform,ubisoft,0.13,0.03,0.0,0.0,0.17 ,openseason
8231,8233,the chronicles of narnia: prince caspian,ps3,2008,action,disney interactive studios,0.14,0.02,0.0,0.02,0.17 ,thechroniclesofnarnia princecaspian
8232,8234,back to the future: the game,ps4,2015,adventure,telltale games,0.1,0.04,0.0,0.03,0.17 ,backtothefuture thegame
8233,8235,project spark,xone,2014,misc,microsoft game studios,0.11,0.05,0.0,0.02,0.17 ,projectspark
8234,8236,backyard sports football: rookie rush,ds,2010,sports,atari,0.16,0.0,0.0,0.01,0.17 ,backyardsportsfootball rookierush
8235,8237,street fighter: the movie,ps,1995,fighting,acclaim entertainment,0.1,0.07,0.0,0.01,0.17 ,streetfighter themovie
8236,8238,lost in blue 3,ds,2007,adventure,konami digital entertainment,0.09,0.02,0.06,0.01,0.17 ,lostinblue3
8237,8239,world championship poker,gba,2004,misc,crave entertainment,0.12,0.05,0.0,0.0,0.17 ,worldchampionshippoker
8238,8240,global defence force,ps2,2005,shooter,essential games,0.0,0.0,0.17,0.0,0.17 ,globaldefenceforce
8239,8241,rapala fishing frenzy 2009,ps3,2008,sports,activision,0.16,0.0,0.0,0.01,0.17 ,rapalafishingfrenzy2009
8240,8242,major league baseball 2k6,gc,2006,sports,take-two interactive,0.13,0.03,0.0,0.0,0.17 ,majorleaguebaseball2k6
8241,8243,major league baseball 2k9,ps3,2009,sports,spike,0.16,0.0,0.0,0.01,0.17 ,majorleaguebaseball2k9
8242,8244,saga 2: hihou densetsu - goddess of destiny,ds,2009,role-playing,square enix,0.0,0.0,0.17,0.0,0.17 ,saga2 hihoudensetsu goddessofdestiny
8243,8245,smash court tennis pro tournament,ps2,2002,sports,sony computer entertainment,0.08,0.07,0.0,0.02,0.17 ,smashcourttennisprotournament
8244,8246,the cursed crusade,ps3,2011,action,dtp entertainment,0.07,0.07,0.01,0.03,0.17 ,thecursedcrusade
8245,8247,super robot taisen l,ds,2010,strategy,namco bandai games,0.0,0.0,0.17,0.0,0.17 ,superrobottaisenl
8246,8248,the grim adventures of billy & mandy,gc,2006,action,midway games,0.13,0.03,0.0,0.0,0.17 ,thegrimadventuresofbilly mandy
8247,8249,nba inside drive 2004,xb,2003,sports,microsoft game studios,0.13,0.04,0.0,0.01,0.17 ,nbainsidedrive2004
8248,8250,the king of fighters '97,ps,1998,fighting,snk,0.0,0.0,0.16,0.01,0.17 ,thekingoffighters 97
8249,8251,dungeon siege iii,pc,2011,role-playing,square enix,0.08,0.08,0.0,0.02,0.17 ,dungeonsiegeiii
8250,8252,cabela's big game hunter: hunting party,x360,2011,sports,activision,0.16,0.0,0.0,0.01,0.17 ,cabela sbiggamehunter huntingparty
8251,8253,time commando,ps,1996,action,adeline software,0.1,0.07,0.0,0.01,0.17 ,timecommando
8252,8254,professional fisherman's tour: northern hemisphere,ds,2007,sports,505 games,0.16,0.0,0.0,0.01,0.17 ,professionalfisherman stour northernhemisphere
8253,8255,iron chef america: supreme cuisine,wii,2008,simulation,destineer,0.16,0.0,0.0,0.01,0.17 ,ironchefamerica supremecuisine
8254,8256,kekkaishi: karasumori ayakashi kidan,ds,2007,action,namco bandai games,0.0,0.0,0.17,0.0,0.17 ,kekkaishi karasumoriayakashikidan
8255,8257,gretzky nhl 2005,ps2,2004,sports,sony computer entertainment,0.08,0.07,0.0,0.02,0.17 ,gretzkynhl2005
8256,8258,facebreaker,ps3,2008,fighting,electronic arts,0.13,0.03,0.0,0.02,0.17 ,facebreaker
8257,8259,squeeballs party,ds,2009,puzzle,performance designed products,0.16,0.0,0.0,0.01,0.17 ,squeeballsparty
8258,8260,ncaa football 09 all-play,wii,2008,sports,electronic arts,0.16,0.0,0.0,0.01,0.17 ,ncaafootball09all play
8259,8261,yakuza zero: the place of oath,ps4,2015,action,sega,0.0,0.0,0.17,0.0,0.17 ,yakuzazero theplaceofoath
8260,8262,the hobbit,gc,2003,platform,vivendi games,0.13,0.03,0.0,0.0,0.17 ,thehobbit
8261,8263,the secret world,pc,2012,role-playing,funcom,0.07,0.08,0.0,0.02,0.17 ,thesecretworld
8262,8264,nhl 2k9,x360,2008,sports,take-two interactive,0.15,0.01,0.0,0.01,0.17 ,nhl2k9
8263,8265,x-men: the official game,x360,2006,action,activision,0.16,0.01,0.0,0.01,0.17 ,x men theofficialgame
8264,8266,true crime: new york city,gc,2005,action,activision,0.13,0.03,0.0,0.0,0.17 ,truecrime newyorkcity
8265,8267,metal arms: glitch in the system,xb,2003,shooter,vivendi games,0.13,0.04,0.0,0.01,0.17 ,metalarms glitchinthesystem
8266,8268,playstation move heroes,ps3,2011,platform,sony computer entertainment,0.08,0.06,0.0,0.03,0.17 ,playstationmoveheroes
8267,8269,the idolm@ster: shiny festa - honey sound / funky note / groovy tune,psp,2012,action,namco bandai games,0.0,0.0,0.17,0.0,0.17 ,theidolm ster shinyfesta honeysound funkynote groovytune
8268,8270,ice age: dawn of the dinosaurs,ps2,2009,action,activision,0.08,0.07,0.0,0.02,0.17 ,iceage dawnofthedinosaurs
8269,8271,espn final round golf 2002,gba,2001,sports,konami digital entertainment,0.12,0.05,0.0,0.0,0.17 ,espnfinalroundgolf2002
8270,8272,mdk2 armageddon,ps2,2001,shooter,virgin interactive,0.08,0.07,0.0,0.02,0.17 ,mdk2armageddon
8271,8273,exhibition volume 02,xb,2003,misc,microsoft game studios,0.13,0.04,0.0,0.01,0.17 ,exhibitionvolume02
8272,8274,watchmen: the end is nigh - the complete experience,ps3,2009,action,warner bros. interactive entertainment,0.08,0.07,0.0,0.02,0.17 ,watchmen theendisnigh thecompleteexperience
8273,8275,fight night round 2,gc,2005,fighting,electronic arts,0.13,0.03,0.0,0.0,0.17 ,fightnightround2
8274,8276,sudoku gridmaster,ds,2006,puzzle,nintendo,0.13,0.03,0.0,0.01,0.17 ,sudokugridmaster
8275,8277,disney's atlantis: the lost empire,ps,2001,platform,sony computer entertainment,0.1,0.07,0.0,0.01,0.17 ,disney satlantis thelostempire
8276,8278,power pro kun pocket,gb,1999,sports,konami digital entertainment,0.0,0.0,0.17,0.0,0.17 ,powerprokunpocket
8277,8279,the king of fighters '97,sat,1998,fighting,snk,0.0,0.0,0.17,0.0,0.17 ,thekingoffighters 97
8278,8280,tamagotchi no narikiri challenge,ds,2010,action,namco bandai games,0.0,0.0,0.17,0.0,0.17 ,tamagotchinonarikirichallenge
8279,8281,goosebumps horrorland,wii,2008,adventure,scholastic inc.,0.16,0.0,0.0,0.01,0.17 ,goosebumpshorrorland
8280,8282,one piece: unlimited world red,psv,2014,action,namco bandai games,0.06,0.04,0.04,0.03,0.17 ,onepiece unlimitedworldred
8281,8283,space battleship yamato: harukanaru hoshi iscandar,ps,1999,strategy,namco bandai games,0.0,0.0,0.16,0.01,0.17 ,spacebattleshipyamato harukanaruhoshiiscandar
8282,8284,sound novel evolution 1: otogirisou sosei-hen,ps,1999,adventure,chunsoft,0.0,0.0,0.16,0.01,0.17 ,soundnovelevolution1 otogirisousosei hen
8283,8285,dementium: the ward,ds,2007,shooter,southpeak games,0.15,0.01,0.0,0.01,0.17 ,dementium theward
8284,8286,psi-ops: the mindgate conspiracy,xb,2004,shooter,midway games,0.13,0.04,0.0,0.01,0.17 ,psi ops themindgateconspiracy
8285,8287,swat: global strike team,xb,2003,shooter,vivendi games,0.13,0.04,0.0,0.01,0.17 ,swat globalstriketeam
8286,8288,despicable me: the game,psp,2010,platform,d3publisher,0.05,0.08,0.0,0.04,0.17 ,despicableme thegame
8287,8289,mx world tour featuring jamie little,ps2,2005,racing,play it,0.08,0.07,0.0,0.02,0.17 ,mxworldtourfeaturingjamielittle
8288,8290,goblin commander: unleash the horde,ps2,2003,strategy,jaleco,0.08,0.07,0.0,0.02,0.17 ,goblincommander unleashthehorde
8289,8291,hello kitty: happy party pals,gba,2005,misc,thq,0.12,0.05,0.0,0.0,0.17 ,hellokitty happypartypals
8290,8292,ringling bros. and barnum & bailey: circus friends,ds,2009,action,take-two interactive,0.16,0.0,0.0,0.01,0.17 ,ringlingbros andbarnum bailey circusfriends
